GHGRP Facility ID,FACILITY NAME,GHGRP - City,GHGRP - State,ORIS CODE,ORIS CODE 2,ORIS CODE 3,ORIS CODE 4,ORIS CODE 5,GHGRP - Power Plant Sector,Reported Subparts RY10,Reported Subparts RY11,Reported Subparts RY12,Reported Subparts RY13,Reported Subparts RY14,Reported Subparts RY15,Reported Subparts RY16,Reported Subparts RY17,Reported Subparts RY18,Reported Subparts RY19,Reported Subparts RY20
1000284,Beatrice,BEATRICE,NE,8000,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000285,Benson Power Biomass Plant,Benson,MN,55867,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000288,Freeport Power Plant No. 2,FREEPORT,NY,2679,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000290,Lehigh Cement Company LLC,GLENS FALLS,NY,880052,,,,,,"C,H","C,H","C,H","C,H","C,H","C,H","C,H","C,H","C,H","C,H","C,H"
1000294,"Virginia Renewable Power - Portsmouth, LLC",PORTSMOUTH,VA,10071,,,,,Yes,D,D,D,D,D,C,C,No submission,No submission,No submission,No submission
1000295,"Spruance Genco, LLC",RICHMOND,VA,54081,,,,,Yes,C,C,C,C,C,C,C,C,D,D,D
1000296,DuPont Old Hickory,OLD HICKORY,TN,10797,,,,,,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1000298,Sylvarena Generating Plant,RALEIGH,MS,7989,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000300,"Gilroy Energy Center, LLC",GILROY,CA,55810,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000301,Frederickson Power LP,Tacoma,WA,55818,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000302,Gravel Neck Combustion Turbine,SURRY,VA,7032,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000302,Gravel Neck Combustion Turbine,SURRY,VA,3806,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000303,Darbytown Combustion Turbine,RICHMOND,VA,7212,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000305,Resolute Forest Product - Coosa Pines Operation,COOSA PINES,AL,54216,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000307,Holcim US Inc,CATSKILL,NY,880043,,,,,,"C,H",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000310,Donald Von Raesfeld,SANTA CLARA,CA,56026,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000311,Resolute Forest Products Calhoun Operation,CALHOUN,TN,50956,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000312,Elizabeth River Combustion Turbine Sta,CHESAPEAKE,VA,52087,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000314,"Wellhead Power Gates, LLC",HURON,CA,55875,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000315,Armagh Compressor Station,NEW FLORENCE,PA,880071,,,,,,No submission,"C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W"
1000316,Entriken Compressor Station,JAMES CREEK,PA,880072,,,,,,No submission,"C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W","C,W"
1000317,Emery Station,CLEAR LAKE,IA,8031,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000318,Hopewell Cogeneration Facility,HOPEWELL,VA,10633,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000319,"WestRock CP, LLC - Florence Mill",FLORENCE,SC,50806,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000320,"ROVA Venture, LLC Roanoke Valley I",WELDON,NC,54035,,,,,Yes,C,C,C,C,C,C,C,C,No submission,No submission,No submission
1000321,Riverview Energy Center,ANTIOCH,CA,55963,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000322,"Hawkeye Energy Greenport, LLC",GREENPORT,NY,55969,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,D
1000323,Cosumnes Power Plant,HERALD,CA,55970,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000324,Marlboro Paper Mill,Bennettsville,SC,880074,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1000324,Marlboro Paper Mill,Bennettsville,SC,57470,,,,,,"AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C","AA,C"
1000325,"Indorama Ventures, Xylenes and PTA, LLC",DECATUR,AL,880075,,,,,,"C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP"
1000333,Hancock Peakers,COMMERCE TOWNSHIP,MI,1730,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission,No submission,No submission
1000334,Tate & Lyle,DECATUR,IL,10867,,,,,,C,"C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT","C,TT"
1000340,Joppa Steam,JOPPA,IL,887,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000341,AIR PRODUCTS MANUFACTURING CORP STOCKTON COGEN,STOCKTON,CA,No Match,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000343,Lemont Refinery,LEMONT,IL,880076,,,,,,"C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y","C,MM,P,Y"
1000345,"Foley Cellulose, LLC",PERRY,FL,50466,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000346,Bayou Cogeneration Plant,PASADENA,TX,10298,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000347,Midland Cogeneration Venture,MIDLAND,MI,10745,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000348,New-Indy Catawba LLC,CATAWBA,SC,2440,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000353,Sonoco Products Co.,Hartsville,SC,880078,,,,,,"AA,C","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT","AA,C,II,TT"
1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,CAMDEN,NJ,10435,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000364,Greene County,Forkland,AL,10,,,,,Yes,D,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D"
1000373,"Ocean Peaking Power, LP",LAKEWOOD,NJ,55938,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000375,Welsh Power Plant,PITTSBURG,TX,6139,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000377,International Paper-Courtland Mill,COURTLAND,AL,50245,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT",TT,TT,TT,TT,TT,TT
1000395,J Robert Massengale Generating Station,LUBBOCK,TX,3604,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,D,D,D
1000396,The Ohio State University,COLUMBUS,OH,50044,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000398,Hog Bayou Energy Center,MOBILE,AL,55241,,,,,Yes,"C,D","C,D","C,D","C,D","C,D",D,D,D,"C,D",D,D
1000401,Tate & Lyle-Loudon,LOUDON,TN,880079,,,,,,"C,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP"
1000402,University of Florida Cogeneration Plant,GAINESVILLE,FL,7345,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000404,Silverhawk,LAS VEGAS,NV,55841,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000407,Cargill Corn Milling,MEMPHIS,TN,10729,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1000408,University of Michigan,ANN ARBOR,MI,880045,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1000409,"Graphic Packaging International, Inc.",KALAMAZOO,MI,10698,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000410,Palomar Energy Center,ESCONDIDO,CA,55985,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000411,Lima Refinery,LIMA,OH,880083,,,,,,"C,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y","C,MM,Y"
1000412,Rosemary Power Station,ROANOKE RAPIDS,NC,50555,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000413,"PACIFIC ETHANOL PEKIN, LLC",PEKIN,IL,880086,,,,,,"C,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP","C,II,PP"
1000414,Exira Station,BRAYTON,IA,56013,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D",No submission,"C,D","C,D","C,D","C,D"
1000415,"South Bend Ethanol, LLC.",SOUTH BEND,IN,880087,,,,,,"C,PP","C,II,PP","C,II,PP","C,II,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP","C,PP"
1000417,Alsey Station,ALSEY,IL,7818,,,,,Yes,A,No submission,No submission,No submission,No submission,No submission,No submission,"C,D","C,D","C,D","C,D"
1000418,US Steel Corp - Gary Works,GARY,IN,50733,,,,,,"C,Q","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT","C,Q,TT"
1000419,C. R. Wing Cogeneration Plant,BIG SPRING,TX,52176,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000420,Equus Power I,FREEPORT,NY,56032,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000421,Fox Energy Center,KAUKAUNA,WI,56031,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000422,Carson Hybrid Energy Storage,CARSON,CA,10169,,,,,Yes,D,D,D,D,D,D,D,D,No submission,D,No submission
1000423,Agua Mansa Power,COLTON,CA,55951,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000424,Blue Lake Generating Plant,SHAKOPEE,MN,8027,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000426,"WestRock Charleston Kraft, LLC",CHARLESTON,SC,7737,,,,,,"AA,C","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT","AA,C,TT"
1000431,El Segundo,EL SEGUNDO,CA,330,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000432,Independence,OSWEGO,NY,54547,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000433,Island Street Peaking Plant,KAUKAUNA,WI,55836,,,,,Yes,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000436,Currant Creek Power Project,MONA,UT,56102,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000437,Mankato Energy Center,MANKATO,MN,56104,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000438,Ripon Generation Station,RIPON,CA,56135,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000444,Nebo Power Station,PAYSON,UT,56177,,,,,Yes,D,D,D,D,D,D,D,No submission,D,No submission,D
1000445,Sheboygan Falls Energy Facility,PLYMOUTH,WI,56166,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000446,TS Power Plant,BATTLE MOUNTAIN,NV,56224,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000447,Miramar Energy Facility,SAN DIEGO,CA,56232,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000448,Dayton Avenue Substation,AMES,IA,6463,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000449,South Harper Generating Station,KANSAS CITY,MO,56151,,,,,Yes,D,D,D,D,D,D,D,No submission,D,D,D
1000450,Caithness Long Island Energy Center,Yaphank,NY,56234,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000451,Groton Generating Station,GROTON,SD,56238,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000452,BP Amoco Chemical Company CR Plant,Wando,SC,880092,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000453,"Calpine Gilroy Cogen, LP",GILROY,CA,10034,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000454,Lake Side Power Plant,VINEYARD,UT,56237,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000455,Port Westward,CLATSKANIE,OR,56227,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000456,Pinelawn Power,WEST BABYLON,NY,56188,,,,,Yes,"C,D",D,D,D,D,D,D,D,D,D,D
1000457,Magnolia,BURBANK,CA,56046,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000458,"Malaga Power, LLC",FRESNO,CA,56239,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000459,NCEMC Anson Plant,LILESVILLE,NC,56249,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000460,McIntosh Combined Cycle Facility,RINCON,GA,56150,,,,,Yes,D,D,D,D,D,D,D,D,D,D,"C,D"
1000461,Riverbay Corp. - Co-Op City,BRONX,NY,52168,,,,,,C,C,C,C,C,C,C,C,C,C,C
1000462,NCEMC Hamlet Plant,HAMLET,NC,56292,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000463,Bluffview Power Plant,FARMINGTON,NM,55977,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000464,Walnut Energy Center,TURLOCK,CA,56078,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000465,Wygen II,GILLETTE,WY,56319,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000466,Archer Daniels Midland Co. - Peoria,PEORIA,IL,10866,,,,,,C (Abbr),C,C,C,C,C,C,C,C,C,C
1000467,Poletti 500 MW CC,ASTORIA,NY,56196,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000468,Cambridge Station,CAMBRIDGE,MN,2038,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000469,Inland Empire Energy Center,ROMOLAND,CA,55853,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000470,"Mustang Station Units 4, 5 & 6",DENVER CITY,TX,56326,,,,,Yes,D,D,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D"
1000471,Riverside Energy Resource Center,RIVERSIDE,CA,56143,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000472,Paris Energy Center,PARIS,TX,50109,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000475,Hunterstown Combined Cycle,GETTYSBURG,PA,55976,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000481,Quail Run Energy Center,ODESSA,TX,56349,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000482,ReEnergy Black River LLC,FORT DRUM,NY,10464,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000483,Colorado Bend I,WHARTON,TX,56350,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000484,Hunlock Unit 4,HUNLOCK CREEK,PA,56397,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,D,D
1000485,Roseville Energy Park,ROSEVILLE,CA,56298,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000486,Spindle Hill Energy Center,Fort Lupton,CO,56445,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000487,Harry D. Mattison Power Plant,TONTITOWN,AR,56328,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000488,Cannon Falls Energy Center,CANNON FALLS,MN,56241,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000489,Black Mountain Generating Station,Golden Valley,AZ,56482,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000490,Long Beach Generating Station,LONG BEACH,CA,341,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000491,Elm Road Generating Station,OAK CREEK,WI,56068,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000492,Florida Power Development,BROOKSVILLE,FL,10333,,,,,Yes,D,D,D,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1000493,City Water & Light - City of Jonesboro,JONESBORO,AR,56505,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000496,Cedar Bay Generating Co. LP,JACKSONVILLE,FL,10672,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1000498,Summit Lake,CRESTON,IA,1206,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1000499,Sandow Station,ROCKDALE,TX,52071,6648,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000501,Russell City Energy Company LLC,Hayward,CA,56467,,,,,Yes,No submission,No submission,No submission,D,D,D,D,D,D,D,D
1000502,Paducah Power Systems Plant 1,PADUCAH,KY,56556,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000503,Clear Lake Cogeneration,PASADENA,TX,10741,,,,,Yes,D,D,D,D,D,D,D,D,No submission,No submission,No submission
1000504,Texas City Cogeneration,TEXAS CITY,TX,52088,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000505,"Indiantown Cogeneration, LP",INDIANTOWN,FL,50976,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",No submission,No submission
1000506,Sargent Canyon Cogeneration Facility,San Ardo,CA,50864,,,,,Yes,D,"D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD"
1000507,Salinas River Cogeneration Facility,SAN ARDO,CA,50865,,,,,Yes,D,"D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD","D,DD"
1000510,Wheaton Generating Plant,EAU CLAIRE,WI,4014,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000512,Greenwood Generating Station,GREENWOOD,MO,6074,,,,,Yes,No submission,No submission,No submission,No submission,C,C,C,C,C,C,C
1000513,Nelson Industrial Steam Company,Westlake,LA,50030,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D",C,C,C
1000515,Grapeland Generating Station,RANCHO CUCAMONGA,CA,56472,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000516,Mira Loma Generating Station,ONTARIO,CA,56473,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000517,Barre Generating Station,STANTON,CA,56474,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000518,Center Generating Station,NORWALK,CA,56475,,,,,Yes,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000519,McGrath Generating Station,Oxnard,CA,56471,,,,,Yes,No submission,No submission,D,D,D,No submission,No submission,No submission,No submission,No submission,No submission
1000520,Sycamore Combustion Turbine,JOHNSTON,IA,8029,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000521,Electrifarm,WATERLOO,IA,6063,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000528,Wygen III,GILLETTE,WY,56596,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000529,Houma,HOUMA,LA,1439,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000530,Hardin County Peaking Facility,KOUNTZE,TX,56604,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000531,San Jacinto County Peaking Facility,SHEPHERD,TX,56603,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000532,Roy E Hansel Power Plant,KISSIMMEE,FL,672,,,,,Yes,No submission,No submission,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000534,TES Filer City Station,FILER CITY,MI,50835,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000535,R D Morrow Senior Generating Plant,PURVIS,MS,6061,,,,,Yes,D,D,D,D,D,D,D,D,D,No submission,No submission
1000538,Waterbury Generation,WATERBURY,CT,56629,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000539,Plum Point Energy Station,OSCEOLA,AR,56456,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000540,Copper Station,EL PASO,TX,9,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000541,Niland Gas Turbine Plant,NILAND,CA,56569,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000542,Winchester Power Park,WINCHESTER,TX,56674,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000544,Greenland Energy Center,Jacksonville,FL,56799,,,,,Yes,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000545,"Midway Peaking, LLC",FIREBAUGH,CA,56639,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000546,Panoche Energy Center,FIRBAUGH,CA,56803,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000547,Cedar Bayou 4,ELDON,TX,56806,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000548,Orange Grove Project,Pala,CA,56914,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000549,North Island,CORONADO,CA,10812,,,,,Yes,C,C,C,C,C,C,C,C,C,No submission,No submission
1000550,Bear Garden Generating Station,New Canton,VA,56807,,,,,Yes,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000551,Auburndale Peaker Energy Center,AUBURNDALE,FL,55833,,,,,Yes,D,D,D,D,D,D,D,D,D,No submission,No submission
1000552,Virginia City Hybrid Energy Center,St. Paul,VA,56808,,,,,Yes,No submission,No submission,"C,D","C,D","C,D",D,D,D,D,D,D
1000553,RG Steel Sparrows Point LLC,SPARROWS POINT,MD,10485,,,,,,"C,Q","C,Q",No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000555,Bayonne Energy Center,Bayonne,NJ,56964,,,,,Yes,No submission,D,D,D,D,D,D,D,D,D,D
1000558,Pueblo Airport Generating Station,Pueblo,CO,56998,,,,,Yes,No submission,No submission,D,D,D,D,D,D,D,D,D
1000559,J.M. Shafer Generating Station,FORT LUPTON,CO,50707,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000560,El Cajon Energy Center,El Cajon,CA,57001,,,,,Yes,D,D,D,D,D,D,No submission,No submission,No submission,No submission,No submission
1000561,Spiritwood Station,Spiritwood,ND,56786,,,,,Yes,No submission,C,C,C,"C,D","C,D,II","C,D,II","C,D,II","C,D,II","C,D,II","C,D"
1000562,Dry Fork Station,Gillette,WY,56609,,,,,Yes,No submission,D,D,D,D,D,D,D,D,D,D
1000563,Culbertson Station,Culbertson,MT,56606,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
1000564,HAMPTON/NASA STEAM PLANT,HAMPTON,VA,No Match,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000565,Cleveland County Generating Facility,Grover,NC,57029,,,,,Yes,No submission,No submission,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000566,Canyon Power Plant,"Anaheim, CA",CA,57027,,,,,Yes,No submission,D,D,D,D,D,D,D,D,D,D
1000567,Ravenswood Steam Plant,Long Island City,NY,880100,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000570,O W Sommers,SAN ANTONIO,TX,3611,,,,,Yes,"C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000572,DTE Stockton,Stockton,CA,54238,,,,,Yes,No submission,No submission,No submission,No submission,"C,D","C,D","C,D",No submission,No submission,No submission,No submission
1000573,BURAS,BURAS,LA,1401,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1000574,MABELVALE,MABELVALE,AR,171,,,,,Yes,C,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission
1000576,BLACK HILLS POWER AND LIGHT COMPANY,OSAGE,WY,4151,,,,,Yes,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission,No submission,No submission
1000577,RUPERT COGEN PROJECT,RUPERT,ID,54579,,,,,Yes,C,C,C,C,C,C,C,No submission,No submission,No submission,No submission
1000578,GLENNS FERRY COGEN FACILITY,GLENNS FERRY,ID,54578,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1000579,"AQUILA, INC. - PUEBLO POWER PLANT",PUEBLO,CO,460,,,,,Yes,C,C,C,C,C,No submission,No submission,No submission,No submission,No submission,No submission
1000580,MEDICAL AREA TOTAL ENERGY PLANT,BOSTON,MA,10883,,,,,Yes,C,C,C,C,C,C,C,C,C,C,C
1000581,Jeffrey Energy Center,ST. MARYS,KS,6068,,,,,Yes,D,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000582,Lawrence Energy Center,Lawrence,KS,1250,,,,,Yes,D,D,D,D,"C,D","C,D","C,D","C,D","C,D","C,D","C,D"
1000583,Emporia Energy Center,EMPORIA,KS,56502,,,,,Yes,D,D,D,D,D,D,D,D,D,D,D
